h1|h2|h3|ind|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 25 a 44 años: FP Medio"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 25 a 44 años: ESO"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 25 a 44 años: FP Superior"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 25 a 44 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 25 a 44 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: Sin alfabetizar"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: Estudios primarios"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: FP Medio"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: ESO"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: FP Superior"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 25 a 44 años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: Sin alfabetizar"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: Estudios primarios"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: FP Medio"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: ESO"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: FP Superior"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos de 45 y más años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: Sin alfabetizar"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: Estudios primarios"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: FP Medio"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: ESO"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: FP Superior"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos hombres de 45 y más años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: Sin alfabetizar"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: Estudios primarios"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: FP Medio"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: ESO"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: FP Superior"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: Estudios universitarios de primer ciclo"|
"Mercado de trabajo"|"Contratos"|"Contratos por sexo, edad y nivel académico"|"Contratos mujeres de 45 y más años: Estudios universitarios de segundo ciclo"|
"Mercado de trabajo"|"Afiliados"|"Afiliados2"|"Afiliados total"|
"Mercado de trabajo"|"Afiliados"|"Afiliados2"|"Tasa de afiliación a la Seguridad Social (% hab. > 16 años)"|
"Mercado de trabajo"|"Afiliados"|"Afiliados2"|"Proporción de trabajadores sobre la población de 16 a 64 años"|
"Mercado de trabajo"|"Afiliados"|"Afiliados2"|"Crecimiento mensual de las afiliaciones"|
"Mercado de trabajo"|"Afiliados"|"Afiliados2"|"Crecimiento anual de las afiliaciones"|
"Mercado de trabajo"|"Afiliados"|"Afiliados extranjeros"|"Afiliados extranjeros2"|
"Mercado de trabajo"|"Afiliados"|"Afiliados extranjeros"|"Afiliados extranjeros: Régimen general"|
"Mercado de trabajo"|"Afiliados"|"Afiliados extranjeros"|"Afiliados extranjeros: Autónomo"|
"Mercado de trabajo"|"Afiliados"|"Afiliados extranjeros"|"Afiliados extranjeros: Agrario"|
"Mercado de trabajo"|"Afiliados"|"Afiliados extranjeros"|"Afiliados extranjeros: Mar"|
"Mercado de trabajo"|"Afiliados"|"Afiliados extranjeros"|"Afiliados extranjeros: Hogar"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliados por régimen: General"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliados por régimen: Agrario"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliados por régimen: Mar"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliados por régimen: Hogar"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliados por régimen: Autónomos"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliaciones del régimen general (% sobre el total de Afiliaciones)"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliaciones del régimen agrario (% sobre el total de Afiliaciones)"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliaciones del régimen del mar (% sobre el total de Afiliaciones)"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliaciones del régimen del hogar (% sobre el total de Afiliaciones)"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por régimen"|"Afiliaciones del régimen de autónomos (% sobre el total de Afiliaciones)"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por sector"|"Trabajadores por sector total"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por sector"|"Trabajadores por sector: Agricultura"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por sector"|"Trabajadores por sector: Industria"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por sector"|"Trabajadores por sector: Construcción"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por sector"|"Trabajadores por sector: Servicios"|
"Mercado de trabajo"|"Afiliados"|"Afiliados por sector"|"Trabajadores por sector: No consta"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de industria"|"Trabajadores por sector industria: Industrias extractivas"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de industria"|"Trabajadores por sector industria: Industria manufacturera"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de industria"|"Trabajadores por sector industria: Suministro de energía eléctrica, gas, vapor y aire acondicionado"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de industria"|"Trabajadores por sector industria: Suministro de agua, saneamiento, residuos y descontaminación"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Comercio al por mayor y al por menor; reparación de vehículos"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Transporte y almacenamiento"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Hostelería"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Información y comunicaciones"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades financieras y de seguros"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades inmobiliarias"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades profesionales, científicas y técnicas"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades administrativas y servicios auxliares"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Administración pública y defensa; Seguridad Social obligatoria"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Educación"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades sanitarias y de servicios sociales"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades artísticas, recreativas y de entrenimiento"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Otros servicios"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades de los hogares"|
"Mercado de trabajo"|"Afiliados"|"Trabajadores por tipo de servicios"|"Trabajadores por sector servicios: Actividades de organizaciones y organismos extraterritoriales"|
"Mercado de trabajo"|"Población activa"|"-"|"Población activa total"|
"Mercado de trabajo"|"Población activa"|"-"|"Población activa: Hombres"|
"Mercado de trabajo"|"Población activa"|"-"|"Población activa: Mujeres"|
"Mercado de trabajo"|"Población activa"|"-"|"Población inactiva total"|
"Mercado de trabajo"|"Población activa"|"-"|"Población inactiva: Hombres"|
"Mercado de trabajo"|"Población activa"|"-"|"Población inactiva: Mujeres"|
"Mercado de trabajo"|"Población activa"|"-"|"Tasa de actividad"|
"Mercado de trabajo"|"Población activa"|"-"|"Tasa de actividad: Hombres"|
"Mercado de trabajo"|"Población activa"|"-"|"Tasa de actividad: Mujeres"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Población ocupada total"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Población ocupada: Hombres"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Población ocupada: Mujeres"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por sector: Agricultura, ganadería y pesca"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por sector: Industria"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por sector: Construcción"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por sector: Servicios"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por nivel de estudios: Analfabetos"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por nivel de estudios: Sin estudios"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por nivel de estudios: Primer grado"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por nivel de estudios: Segundo grado"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por nivel de estudios: Tercer grado"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por grupo de edad: De 15 a 24 años"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por grupo de edad: De 25 a 54 años"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Ocupados por grupo de edad: De 55 a 64 años"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación (% ocupados respecto a la población de 16 y más años)"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación: Hombres (% ocupados respecto a la población masculina de 16 y más años)"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación: Mujeres (% ocupados respecto a la población femenina de 16 y más años)"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación de la población de 16 a 24 años"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación de la población de 25 a 54 años"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación de la población de 55 a 64 años"|
"Mercado de trabajo"|"Población ocupada"|"-"|"Tasa de ocupación: Brecha de género (tasa de ocupación masculina - tasa de ocupación femenina)"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES"|"Afectados por ERTES2"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES"|"Afectados hombres por ERTES"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES"|"Afectados mujeres por ERTES"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES"|"ERTES solicitados (Número de expedientes)"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Afectados por ERTES por suspensión"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Hombres afectados por ERTES por suspensión"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Mujeres afectadas por ERTES por suspensión"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Afectados por ERTES por reducción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Hombres afectados por ERTES por reducción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Mujeres afectadas por ERTES por reducción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Afectados por ERTES por extinción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Hombres afectados por ERTES por extinción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación"|"Mujeres afectadas por ERTES por extinción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por suspensión, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por suspensión, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por suspensión, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por suspensión, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por suspensión, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por reducción, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por reducción, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por reducción, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por reducción, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por reducción, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por extinción, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por extinción, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por extinción, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por extinción, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados por ERTES por extinción, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por suspensión, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por suspensión, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por suspensión, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por suspensión, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por suspensión, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por reducción, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por reducción, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por reducción, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por reducción, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por reducción, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por extinción, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por extinción, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por extinción, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por extinción, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados hombres por ERTES por extinción, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por suspensión, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por suspensión, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por suspensión, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por suspensión, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por suspensión, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por reducción, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por reducción, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por reducción, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por reducción, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por reducción, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por extinción, por causa: de producción"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por extinción, por causa: económica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por extinción, por causa: técnica"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por extinción, por causa: fuerza mayor"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo de regulación, causa y sexo"|"Afectados mujeres por ERTES por extinción, por causa: organizativa"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: B.- Industrias extractivas"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: C.- Industria manufacturera"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: F.- Construcción."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: H.- Transporte y almacenamiento."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: I.- Hostelería."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: J.- Información y Comunicaciones."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: K.- Actividades financieras y de seguros."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: L.- Actividades inmobiliarias."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: M.- Actividades profesionales, científicas y técnicas."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por suspensión: U.- Actividades de organizaciones y organismos extraterritoriales."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: A.- Agricultaura, Ganadería, Silvicultura y Pesca"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: B.- Industrias extractivas"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: C.- Industria manufacturera"|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: D.- Suministro de energía eléctrica, gas, vapor y aire acondicionado."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: E.- Suministro de agua, Actividades de saneamiento, Gestión de residuos y descontaminación."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: F.- Construcción."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: G.- Comercio al por mayor y al por menor, Reparación de vehículos de motor y motocicletas."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: H.- Transporte y almacenamiento."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: I.- Hostelería."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: J.- Información y Comunicaciones."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: K.- Actividades financieras y de seguros."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: L.- Actividades inmobiliarias."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: M.- Actividades profesionales, científicas y técnicas."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: N.- Actividades administrativas y servicios auxiliares."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: O.- Administración pública y defensa; Seguridad Social obligatoria."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: P.- Educación."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: Q.- Actividades sanitarias y de Servicios Sociales."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: R.- Actividades artísticas, recreativas y de entretenimiento."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: S.- Otros servicios."|
"Mercado de trabajo"|"ERTES"|"Afectados por ERTES según tipo, sección de actividad y sexo"|"Afectados por ERTES por reducción: T.- Actividades de los hogares como empleadores de personal doméstico; Actividades de los hogares como productores de bienes y servicios para uso propio."|
