h1|h2|h3|ind|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 25-44 urte artekoak: Lehen mailako ikasketak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 25-44 urte artekoak: Erdi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 25-44 urte artekoak: DBH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 25-44 urte artekoak: Goi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 25-44 urte artekoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 25-44 urte artekoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: Alfabetatu gabe"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: Lehen mailako ikasketak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: Erdi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: DBH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: Goi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 25-44 urte artekoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: Alfabetatu gabe"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: Lehen mailako ikasketak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: Erdi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: DBH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: Goi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 25-44 urte artekoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: Alfabetatu gabe"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: Lehen mailako ikasketak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: Erdi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: DBH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: Goi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Kontratuak 45 urtetik gorakoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: Alfabetatu gabe"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: Lehen mailako ikasketak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: Erdi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: DBH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: Goi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Gizonezkoen kontratuak 45 urtetik gorakoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: Alfabetatu gabe"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: Lehen mailako ikasketak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: Erdi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: DBH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: Goi mailako LH"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: 1. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Kontratuak"|"Kontratuak sexu, adin eta ikasketa mailaren arabera"|"Emakumezkoen kontratuak 45 urtetik gorakoak: 2. zikloko ikasketa unibertsitarioak"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak2"|"Afiliatuak: Guztira"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak2"|"Gizarte Segurantzako afiliazio-tasa (% biztanleko)"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak2"|"Proporción de trabajadores sobre la población de 16 a 64 años"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak2"|"Crecimiento mensual de las afiliaciones"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak2"|"Crecimiento anual de las afiliaciones"|
"Lan merkatua"|"Afiliatuak"|"Afiliatu atzerritarrak"|"Afiliatu atzerritarrak2"|
"Lan merkatua"|"Afiliatuak"|"Afiliatu atzerritarrak"|"Afiliatu atzerritarrak: Erregimen Orokorra"|
"Lan merkatua"|"Afiliatuak"|"Afiliatu atzerritarrak"|"Afiliatu atzerritarrak: Autonomoak"|
"Lan merkatua"|"Afiliatuak"|"Afiliatu atzerritarrak"|"Afiliatu atzerritarrak: Nekazaritza"|
"Lan merkatua"|"Afiliatuak"|"Afiliatu atzerritarrak"|"Afiliatu atzerritarrak: Itsasoa"|
"Lan merkatua"|"Afiliatuak"|"Afiliatu atzerritarrak"|"Afiliatu atzerritarrak: Etxea"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliatuak erregimenaren arabera: Orokorra"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliatuak erregimenaren arabera: Nekazaritza"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliatuak erregimenaren arabera: Itsasoa"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliatuak erregimenaren arabera: Etxea"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliatuak erregimenaren arabera: Autonomoak"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliaciones del régimen general (% sobre el total de Afiliaciones)"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliaciones del régimen agrario (% sobre el total de Afiliaciones)"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliaciones del régimen del mar (% sobre el total de Afiliaciones)"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliaciones del régimen del hogar (% sobre el total de Afiliaciones)"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak erregimenaren arabera"|"Afiliaciones del régimen de autónomos (% sobre el total de Afiliaciones)"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak sektoreka"|"Langileak sektoreka guztira"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak sektoreka"|"Langileak sektoreka: Nekazaritza"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak sektoreka"|"Langileak sektoreka: Industria"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak sektoreka"|"Langileak sektoreka: Eraikuntza"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak sektoreka"|"Langileak sektoreka: Zerbitzuak"|
"Lan merkatua"|"Afiliatuak"|"Afiliatuak sektoreka"|"Langileak sektoreka: Ez da ageri"|
"Lan merkatua"|"Afiliatuak"|"Langileak industria-motaren arabera"|"Industria sektoreko langileak: Erauzteko industriak"|
"Lan merkatua"|"Afiliatuak"|"Langileak industria-motaren arabera"|"Industria sektoreko langileak: Manufaktura-industria"|
"Lan merkatua"|"Afiliatuak"|"Langileak industria-motaren arabera"|"Industria sektoreko langileak: Argindar, gas, lurrun eta aire girotu hornidura"|
"Lan merkatua"|"Afiliatuak"|"Langileak industria-motaren arabera"|"Industria sektoreko langileak: Ur hornidura, saneamendua, hondakinak eta deskontaminazioa"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Handizkako eta txikizkako merkataritza; ibilgailuen konponketa"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Garraioa eta biltegiratzea"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Ostalaritza"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Informazioa eta komunikazioak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Finantza jarduerak eta aseguruak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Higiezinetako jarduerak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Jarduera profesional, zientifiko eta teknikoak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Administrazio jarduerak eta zerbitzu laguntzaileak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Administrazio publikoa eta defentsa; derrigorrezko Gizarte Segurantza"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Hezkuntza"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Osasun eta gizarte zerbitzuetako jarduerak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Arte, aisialdi eta entretenitzeko jarduerak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Beste zerbitzu batzuk"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Etxeetako jarduerak"|
"Lan merkatua"|"Afiliatuak"|"Langileak zerbitzu-motaren arabera"|"Zerbitzu sektoreko langileak: Lurraldetik kanpoko erakundeen eta antolamenduen jarduerak"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Biztanleria aktiboa: Orotara"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Biztanleria aktiboa: Gizonezkoak"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Biztanleria aktiboa: Emakumezkoak"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Biztanleria ez-aktiboa: Orotara"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Biztanleria ez-aktiboa: Gizonezkoak"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Biztanleria ez-aktiboa: Emakumezkoak"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Jarduera-tasa"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Jarduera-tasa: Gizonezkoak"|
"Lan merkatua"|"Biztanleria aktiboa"|"-"|"Jarduera-tasa: Emakumezkoak"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Biztanleria landuna: Orotara"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Biztanleria landuna: Gizonezkoak"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Biztanleria landuna: Emakumezkoak"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak sektoreko: Nekazaritza, abeltzaintza eta arrantza"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak sektoreko: Industria"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak sektoreko: Eraikuntza"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak sektoreko: Zerbitzuak"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak ikasketa mailaren arabera: Analfabetoak"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak ikasketa mailaren arabera: Ikasketarik gabeak"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak ikasketa mailaren arabera: Lehen maila"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak ikasketa mailaren arabera: Bigarren maila"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak ikasketa mailaren arabera: Hirugarren maila"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak adinaren arabera: 15-24 urte"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak adinaren arabera: 25-54 urte"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunak adinaren arabera: 55-64 urte"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunen tasa (landunen % 16 urteko eta gehiagoko biztanleriarekiko)"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunen tasa: Gizonezkoak (landunen % 16 urteko eta gehiagoko biztanleriarekiko)"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunen tasa: Emakumezkoak (landunen % 16 urteko eta gehiagoko biztanleriarekiko)"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"16-24 urte arteko biztanleria landunaren tasa"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"25-54 urte arteko biztanleria landunaren tasa"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"55-64 urte arteko biztanleria landunaren tasa"|
"Lan merkatua"|"Biztanleria landuna"|"-"|"Landunen tasa: Sexuaren araberako etena (Gizonezko landunen tasa - Emakumezko landunen tasa)"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak"|"ABEEE-ek kaltetuak2"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak"|"ABEEE-ek kalteturiko gizonak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak"|"ABEEE-ek kalteturiko emakumeak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak"|"Eskaturiko ABEEEak (Espediente-kopurua)"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko emakumeak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko emakumeak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kaltetuak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kaltetuak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko gizonak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kaltetuak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko gizonak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Eteteagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ezinbestea"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Murrizketagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: antolaketa-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ekoizpen-arlokoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ekonomikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: teknikoa"|
"Lan merkatua"|"ABEEEak"|"ABEEE-ek kaltetuak, araubide-motaren, arrazoiaren eta sexuaren arabera"|"Azkentzeagatiko ABEEE-ek kalteturiko emakumeak, arrazoia: ezinbestea"|
